chapter,comments,likes,date,user,comment_body,post_date,upvotes,downvotes,reply_count,scrape_date
78,4928,255094,2020-01-21,lightmeup,it warms my heart that seojun is working hard for jugyeong working twice as much we need a man like seojun😤✌️♥️,"Jan 01, 2020",266,4,2022-12-28,0
78,4928,255094,2020-01-21,cachos,"Oh, so his job in the storyline was to encorage Jugyeong to pursuit her talent, I'm quite happy with that, and relieved :D","Jan 21, 2020",190,0,2022-12-28,0
78,4928,255094,2020-01-21,Shaydedwhisper,"Even though I’m still shipping Suho (it could happen, right?) I thought we banished fangirl a few episodes ago? I don’t want to see conflict for our cinnamon roll!","Jan 01, 2020",215,14,2022-12-28,6
79,10306,275064,2020-01-28,chrissy25,Tell her the truth. She’s deserves the truth. ,"Jan 07, 2020",255929,374,2022-12-28,87
79,10306,275064,2020-01-28,tinyjawn,-works 5 jobs--literally glowing still-,"Jan 07, 2020",225767,251,2022-12-28,76
79,10306,275064,2020-01-28,kyleetrusty,Poor baby’s exhausted 😭,"Jan 07, 2020",196837,357,2022-12-28,17
79,10306,275064,2020-01-28,MisplacedDesi,Seojun darling what happened in your past that makes you believe that love is purely material? Your girl loves you just as you are 💔,"Jan 07, 2020",5838,20,2022-12-28,15
79,10306,275064,2020-01-28,Nervous Narwhal,I feel bad for both of themmm they need to get better at communicating ,"Jan 07, 2020",4714,3,2022-12-28,6
79,10306,275064,2020-01-28,Albino_Apple,"He's dealing with so much shit it's sad. rude people, bills, that dread feeling of not being able to spoil your gf, that crazy girl who seems to be there when you dont want her there... Seojun!! you need to take care of yourself!!","Jan 07, 2020",3711,7,2022-12-28,6
79,10306,275064,2020-01-28,ﾘﾘ,That random lady with her trash bag made me so angry...smh,"Jan 07, 2020",2966,5,2022-12-28,20
79,10306,275064,2020-01-28,SammyMonster,Honey that girls boyfriend is not your soulmate. She doesn't need dinner she needs a gallon of water so her thirsty ass will stop following him around.,"Jan 07, 2020",2778,29,2022-12-28,23
79,10306,275064,2020-01-28,ashgon9394,He’s sweet but I hope he knows that she doesn’t need him to buy her expensive things 💔 my heart to see him struggling,"Jan 07, 2020",1618,1,2022-12-28,1
79,10306,275064,2020-01-28,Sophie Tiffany Vanderbilt,"Omg I felt this one...I worked three jobs when I was putting myself through college to be a dental hygienist. I had no money and no time for anything, and people were treating me like crap at my jobs. I think the only thing keeping me together was my boyfriend. We told each other everything we were going through. I hope Seojun can talk to her. She would do anything for him I bet. ","Jan 07, 2020",1455,1,2022-12-28,15
79,10306,275064,2020-01-28,MissAcedia,About a year into dating my boyfriend he randomly asked me to come  over. He met me in his driveway and just burst into tears. He was so stressed out from working so many hours and trying to get on full time instead of contract with his job. My heart absolutely broke and I just reassured him he was going to get there and his hard work would all pay off and it did. This just reminded me of that - such a relatable moment for so many couples.,"Jan 07, 2020",1273,5,2022-12-28,5
79,10306,275064,2020-01-28,Serge Romarin,"Ok! Like I felt bad for Seojun for a sec, but then I snapped out it. I respect RESPECT his hustle 100% As a dude, there is nothing worse than wanting time with your girly but work and responsibility get in the way. I hope they can find their balance. Best of luck your epic lovers, the bro just needs some cuddles. Suho stay in Japan! Like no, I’m team Seojun. ","Jan 07, 2020",922,28,2022-12-28,4
79,10306,275064,2020-01-28,Corvus Blackwood,if you tell her the truth. A. she will stop being worried about the relationship. B. she can help you with jobsearching so you dont have to work yourself too hard and barely see eachother. C. So you can have less to worry about. And D. Honesty over little things like this is always the best policy. who knows. maybe she can visit you during tour breaks. also....Suho is rich and i have a feeling hes gonna show up unannounced and fix everything. plus i miss Suho tbh. but i still ship Seo+Jug,"Jan 07, 2020",662,1,2022-12-28,4
79,10306,275064,2020-01-28,prettysailorscout,Aww SeoJun is WORN OUT he’s trying his hardest to take care of his family and make her smile 🖤 fighting SeoJun !! You’re not alone and we are giving you strength 🖤 so is your girlfriend 🖤,"Jan 07, 2020",472,2,2022-12-28,0
79,10306,275064,2020-01-28,MSWright88,"One of these times I’d like to see her just forget that she doesn’t have any make up on when he comes unexpectedly over. I mean, how long was he waiting for her to come down? ","Jan 07, 2020",432,1,2022-12-28,8
80,7436,272155,2020-02-04,angel.l.o,Ok but seriously get you a girl like Jugyeong. I mean look at how many opportunities she keeps getting him,"Jan 14, 2020",206220,306,2022-12-28,44
80,7436,272155,2020-02-04,kayebay,"okay, I'm definitely falling in love with this couple where I almost forgot Soho 😂 (edit: Spelling his name wrong was on purpose 😝 thanks for all the comments to read and likes!🙂)","Jan 14, 2020",159391,2860,2022-12-28,233
80,7436,272155,2020-02-04,angel.l.o,Oof mans about to become a star,"Jan 14, 2020",119323,282,2022-12-28,28
80,7436,272155,2020-02-04,MemF💎🎲⛽,"I love Suho, but she's so good to Seojun and he so obviously cares about her. I wish they could just communicate with each other. It could be such an amazing relationship if they had the confidence enough to talk to each other. ","Jan 14, 2020",4068,22,2022-12-28,17
80,7436,272155,2020-02-04,Alyssa Mayfield,when they switched faces though💀💀,"Jan 14, 2020",3072,4,2022-12-28,16
80,7436,272155,2020-02-04,PeachyPixels,"I feel kinda bad for Jihoon. No date, and he's the designated driver lol 😅","Jan 14, 2020",2281,3,2022-12-28,14
80,7436,272155,2020-02-04,KNorris,I can’t wait for him to tell her what’s going on so she can support him. He’s missing out ,"Jan 14, 2020",1899,6,2022-12-28,5
80,7436,272155,2020-02-04,Nevermore_52,"I like the idea that some rando showed up for his shift and they were like, ""Yeah, cool. He'll work""","Jan 14, 2020",1645,1,2022-12-28,9
80,7436,272155,2020-02-04,Jonathan Nguyen,I love their ship but I really feel like it's about time he sees her without makeup. the more it drags out the weirder it feels.imo,"Jan 14, 2020",1206,7,2022-12-28,10
80,7436,272155,2020-02-04,Shaye Lynn,This is a rare situation where the original ship I wanted is no longer what I wanted,"Jan 14, 2020",1147,23,2022-12-28,8
80,7436,272155,2020-02-04,junipersmama,"I love Jugyeong. she notices Seojun is in a rut but not ready to talk about it, so she makes sure he's able to have fun and get his mind off of it ❤ he'll tell her when he's ready. They're good for each other. ","Jan 14, 2020",785,7,2022-12-28,2
80,7436,272155,2020-02-04,Gabbie Carlson,THIS IS GOING TO HELP HIM GET SOME BREAD! Seriously she's the best. 😭💕 ,"Jan 14, 2020",513,3,2022-12-28,1
80,7436,272155,2020-02-04,I’m.not.okay,"I WHEEZED AT THE FACE SWAP. But frfr, get yourself a man who makes the time for you and compliments you when you feel insecure. WE NEED MORE MEN LIKE HIM. ","Jan 14, 2020",501,7,2022-12-28,4
80,7436,272155,2020-02-04,Seziiness,Now a part of me wishes that Suho won't just show up out of nowhere and start ruining things for them. Her relationship with Seojun started with such a good foundation of friendship and slowly progressed to what we see now. Suho I'm sorry 😭,"Jan 14, 2020",461,19,2022-12-28,5
80,7436,272155,2020-02-04,Sushi~Chan2006,i bet they gonna get famous cause he can sing and she’s really good at makeup❤️they gonna be a celebrity power couple😘🤩,"Jan 14, 2020",357,6,2022-12-28,0
81,6894,264379,2020-02-11,Just~update~plssss,Honestly I hope this development doesn’t put more distance between them because he’ll get busy. I’m really living for their adorable development as a couple,"Jan 21, 2020",136326,657,2022-12-28,64
81,6894,264379,2020-02-11,firelordzuzu,i hope this popularity will solve his financial problems ,"Jan 21, 2020",125520,256,2022-12-28,42
81,6894,264379,2020-02-11,Schumisomeart,Oh dear! This could be the start of the end for Seojun and Jugyeong. He will become a rising  star and she’ll get left behind. Will Suho return to pick up the pieces? This story is killing me!! What is going to happen?! ,"Jan 21, 2020",29158,275,2022-12-28,50
81,6894,264379,2020-02-11,This user has been deleted.,This comment has been deleted.,,0,0,2022-12-28,588
81,6894,264379,2020-02-11,JazzzyyyRazzzyyy,I know I ain't the only one who almost completely forgot about suho,"Jan 21, 2020",2275,51,2022-12-28,23
81,6894,264379,2020-02-11,mangocubes,but like what if Suho sees the video and reaches out to him. 👀,"Jan 21, 2020",1549,4,2022-12-28,8
81,6894,264379,2020-02-11,Krystalrina,"Omg i hope he doesn’t stress anymore and get rly good money for him and his family!!! Ugh so glad she got him to sing! Love them both!!! I bet the video is back then with him, suho, and their other friend who suho dreams about :’(","Jan 21, 2020",1037,0,2022-12-28,2
81,6894,264379,2020-02-11,Fadumo M,nooooooo! she has to stop being anxious or their relationship will never work. talk to him and let him know what your feeling. COMMUNICATE! ,"Jan 21, 2020",962,3,2022-12-28,5
81,6894,264379,2020-02-11,guava.island,“I like you. A lot.” Me to my food,"Jan 21, 2020",859,2,2022-12-28,5
81,6894,264379,2020-02-11,jjeska,Am I the only one who is scared of Suho’s dramatic return? ,"Jan 21, 2020",797,16,2022-12-28,10
81,6894,264379,2020-02-11,Taytaycaramelo,Wish I could hear Seojun sing. *Sigh* 😪,"Jan 21, 2020",599,0,2022-12-28,6
81,6894,264379,2020-02-11,Mapletr33,"I hate the ""Is he a celebrity?"" comments like no tf I just know how to dress unlike yall","Jan 21, 2020",528,8,2022-12-28,6
81,6894,264379,2020-02-11,♡Mushroom Child♡,"I feel like Suho is just gonna be like ""I'm back b*tches!"" my heart cannot handle","Jan 21, 2020",415,2,2022-12-28,7
81,6894,264379,2020-02-11,MotherOfPeril,I can already see him jumping at the offers bc he wants to buy her everything but she's gonna think hes doing it for the fame!!! 😭 Girl hes gonna do it for YOU!!!,"Jan 21, 2020",323,2,2022-12-28,2
81,6894,264379,2020-02-11,Peoki,"Oh no. Why do I have a feeling Seojun and Jugyeong will be forced to split after he gets famous, and that's when Suho will come back😭","Jan 21, 2020",316,6,2022-12-28,5
82,14581,279773,2020-02-18,m3mori3sx,Oh... why do their lips look so lucious!? She looks like a snack... so he attack 👌,"Jan 28, 2020",224133,692,2022-12-28,123
82,14581,279773,2020-02-18,puh.poy,dang its getting steamy in here bro😳😳😳😳✋🏾✋🏾,"Jan 28, 2020",182882,498,2022-12-28,53
82,14581,279773,2020-02-18,kate11765,how y’all read so fast ,"Jan 28, 2020",137675,780,2022-12-28,141
82,14581,279773,2020-02-18,Moon Bunny 🐇,“Neither of us are that smart” couples goals lmao,"Jan 28, 2020",6595,15,2022-12-28,14
82,14581,279773,2020-02-18,Tilly Selden,"Seojun is the quintessential perfect boyfriend. He is good at picking up subtle clues, and is self aware as well as socially aware, allowing him to discover her emotional needs, and thus making him able to console her insecurities. In this essay, I will-","Jan 28, 2020",5343,15,2022-12-28,28
82,14581,279773,2020-02-18,yujins,every time seojun blushes a year gets added to my life ,"Jan 28, 2020",4436,9,2022-12-28,20
82,14581,279773,2020-02-18,Tostadita,"""You won't ever have to worry about our relationship because of me wanting to be a singer""First I am so glad he reassured her feelings and also I am so excited he is starting to feel ready to pick up his singer career!! Hopefully he will say yes to her sister proposal 🤞🏼","Jan 28, 2020",3039,6,2022-12-28,13
82,14581,279773,2020-02-18,〒︿〒,PTERODACTYL NOISES ARE COMING OUT OF ME RN,"Jan 28, 2020",2132,6,2022-12-28,16
82,14581,279773,2020-02-18,kripa_sai,Earlier when Suho was here I wanted Seojun to be atleast 1000 miles away from her.. even when Suho left and they both started dating I was like Suho will be back soon so don't worry.. but Now I don't want even in million lifetime Suho to come back... Jugyeong and Seojun forever..  Now it's Su who?? ,"Jan 28, 2020",2086,80,2022-12-28,28
82,14581,279773,2020-02-18,aprillight,Hello 911? Yes my heart has just burst out of my chest. Why? Well there’s this comic...,"Jan 28, 2020",1649,4,2022-12-28,7
82,14581,279773,2020-02-18,Lucero Dominguez,ARE THEY ABOUT TO FORNICATE ,"Jan 28, 2020",1366,15,2022-12-28,35
82,14581,279773,2020-02-18,Sarai Amaya,"Seojun’s like, “I’ve been waiting for this moment since that one time on my bed.” 👀👀 y’all betterrrrrrr","Jan 30, 2020",1291,7,2022-12-28,8
82,14581,279773,2020-02-18,guava.island,*michael scott voice* it’s happening! Everyone stay calm! Stay calm!!,"Jan 28, 2020",1241,5,2022-12-28,17
82,14581,279773,2020-02-18,JessLynne22,"Just watch... boyfriend will become a singer , they won't be able to see each other, and then Suho will make his reappearance. There will be a scandal when some crazy fan stalks our girl and reveals her true face. Just watch, I see where this is going 👀","Jan 28, 2020",909,29,2022-12-28,18
82,14581,279773,2020-02-18,Eve The Bunny,Watch them not do anything next episode cause their both too awkward lmao,"Jan 28, 2020",819,2,2022-12-28,5
83,14480,256468,2020-02-25,aaaaaashtonnnn,"WHY DOESNT SHE THINK OF SUHO WHEN SHE MENTIONS “FORMER FLAME” edit: whoaaaaa, top comment LOL thnxxxx I literally just typed the first thought in my head after reading this 💞","Feb 04, 2020",223205,616,2022-12-28,190
83,14480,256468,2020-02-25,Marijaluhoo,I’m not ready for Suho coming back. Not yet. Also who’s the guy at the end???,"Feb 04, 2020",162303,4288,2022-12-28,131
83,14480,256468,2020-02-25,angel.l.o,I think we all know who that former flame is😏,"Feb 04, 2020",153409,645,2022-12-28,115
83,14480,256468,2020-02-25,Beansi,Suho be rolling up in here like  “Heard someone called for an interference?” ✌🏻✌🏻,"Feb 04, 2020",6055,21,2022-12-28,21
83,14480,256468,2020-02-25,Teesh,"She really forgot about Suho? The dude who has similar interests with her, the guy who's seen her with and without makeup and didn't judge her, the guy she crushed on a bit? My goodness 😭😭😭😭 but this is fine   Edit: Thanks for the likes. I do appreciate those replying and sharing their views/opinions though, there is some repeated stuff. Please keep things civil and respect people even if you don’t necessarily agree. Please do continue to share your opinions if you have something new to add","Feb 04, 2020",4499,57,2022-12-28,28
83,14480,256468,2020-02-25,VitaBellus,"The fortune teller said it's a former flame of either his or hers, OR a longtime dream. I don't think it's suho or that girl, I think it's his dream of becoming a singer. Seojun called it quits after his friend died, so I think the guy at the end is the wheel turning in that direction.","Feb 04, 2020",2981,13,2022-12-28,35
83,14480,256468,2020-02-25,K G,but... DID SHE BUY HIM THE BATTERIES??,"Feb 04, 2020",2892,5,2022-12-28,16
83,14480,256468,2020-02-25,whitwizzle,WHO ARE YOU MYSTERIOUS BANANA HAIR MAN,"Feb 04, 2020",1851,1,2022-12-28,21
83,14480,256468,2020-02-25,saucytuggles,"Starting to think the True Beauty isn’t the girl with no make up, it’s the Boi with no money. ","Feb 04, 2020",1626,4,2022-12-28,7
83,14480,256468,2020-02-25,KyuBchan,Siblings always be cockblocking lol,"Feb 04, 2020",1046,3,2022-12-28,7
83,14480,256468,2020-02-25,Elise Annamarie,"Seojun knows that girls look different and beautiful without their makeup! It was stated very early in the series. Not to mention he’s a smart guy, and I think he accidentally saw her with a naked face as well. The hold up is in her head, not on him. So in my mind, even without the EXTREME SEXUAL TENSION, Seojun is still a contender even if Suho returns. He put in the time! I don’t know why I’m so invested in his future but dang that boy deserves to go all the way 😂 he’s had a strong story.","Feb 04, 2020",921,13,2022-12-28,13
83,14480,256468,2020-02-25,sharonsyria,"GET READY! SUHO IS COMING, I REPEAT, SUHO IS COMING","Feb 04, 2020",907,39,2022-12-28,15
83,14480,256468,2020-02-25,Shanon Fonvergne,Poor Seojun just wants to smash. They're adults why can't we have this?!,"Feb 04, 2020",708,18,2022-12-28,12
83,14480,256468,2020-02-25,ps lily,"I use to be team Suho but now im 100% team Seojun!!! Seojun has been working his ass off with multiple part time jobs for their relationship plus he's so loyal as heck. then rich boy with daddy issues, who COMPLETELY LEFT, comes swooping back .. i swear ...Seojun loves her so much he'll probably be okay with her being with Suho with his ""as long as she's happy I'm happy""   T^TPLEASE STAY WITH SEOJUN!  DON'T BREAK HIS HEART","Feb 05, 2020",780,71,2022-12-28,22
83,14480,256468,2020-02-25,KitsuneComics,*slowly starts to unfold Suho flag to air out from storage*,"Feb 04, 2020",636,38,2022-12-28,16
84,22445,261362,2020-03-03,〒︿〒,IM NOT READY FOR SUHO TO COME BACK i think we all missed that dork but i’m quite frankly about to have a heart attack,"Feb 11, 2020",243653,3495,2022-12-28,167
84,22445,261362,2020-03-03,kwerky,*Michael Scott imitation* Oh my God! It’s happening! Everyone stay calm! Everybody stay calm!,"Feb 11, 2020",186296,451,2022-12-28,204
84,22445,261362,2020-03-03,Alysa Newell,I just want to say how amazing the author is. I mean she’s never once been late and each chapter is absolutely amazing and not rushed and ugh just round of applause to her👏🏻👏🏻👏🏻,"Feb 11, 2020",138301,361,2022-12-28,80
84,22445,261362,2020-03-03,Bayleif,*sees Suho’s hand*OH MY GOD ITS HAPPENING! EVERYONE JUST STAY CALM! STAY THE F**K CALM,"Feb 11, 2020",5139,17,2022-12-28,26
84,22445,261362,2020-03-03,katherin3S3,The second i saw the airport my heart started shaking I will forever love Suho but the dynamic of Jugyeonh and Seojun is at stake and not to mention that he may not know they’re dating ! Also at the same time like  why didn’t he even message her at all during those years my ahhggg I feel so conflicted !!,"Feb 11, 2020",3587,23,2022-12-28,13
84,22445,261362,2020-03-03,✨Nawos✨,He’s been gone for a fat min but he still got his drip 💧😔,"Feb 11, 2020",2709,4,2022-12-28,14
84,22445,261362,2020-03-03,e r r ø r,THIS IS HAPPENING GUYSLET THE TEAM SEOJUN AND TEAM SUHO WARS START ONCE AGAIN,"Feb 11, 2020",1927,7,2022-12-28,31
84,22445,261362,2020-03-03,pinupkte,I love how it switches from Seojun having this heartfelt moment trying to decide what to do to Jugyeong stressed face waiting for him to call.   😂,"Feb 11, 2020",1534,3,2022-12-28,1
84,22445,261362,2020-03-03,Monsterblonde,Ahhh shit Suho is back and about to stir the pot😏,"Feb 11, 2020",1377,10,2022-12-28,5
84,22445,261362,2020-03-03,Starlight Edits,no one:the comments: SUHO,"Feb 11, 2020",1244,7,2022-12-28,11
84,22445,261362,2020-03-03,✨PhoenixStar20✨,I love how all the comments are basically one big supportive anxiety attack😅 let's get through this heartbreak together 💪,"Feb 12, 2020",1111,3,2022-12-28,9
84,22445,261362,2020-03-03,Luna Selene Workley Buind,suho is comming back! SUHO IS COMMING BACK!! THIS IS NOT A M************S DRILL PEOPLE! THIS IS NOT A DRILL!!!! FIND THE TISSUES! FIND THE POPCORN! FIND YOUR COMFIRTING TEDDY! FIND YOUR DOG!!!!   THIS IS NOT A DRILL!!!! WE ARE GOING LIVE IN A WEEK!!!! BUCKLE UP CAUSE THIS IS GONNA BE A BUMPY RIDE!!!!!😍😍😍😍😍😍,"Feb 11, 2020",870,6,2022-12-28,8
84,22445,261362,2020-03-03,Airbear.Erika,I just want her to live her makeup dreams lol she should be with whichever guy encourages her to pursue that the most!!,"Feb 11, 2020",653,2,2022-12-28,10
84,22445,261362,2020-03-03,hysy ♐,"man, I know I'm stating the obvious but Seojun is one gorgeous ass dude. The author sure knows how to draw pretty ass people...","Feb 11, 2020",642,4,2022-12-28,6
84,22445,261362,2020-03-03,KatieEm,"Alright hear me out, I totally reckon Suho has become an actor like his father, but because he takes sci-fi roles no one recognises him in the make up, and he will reconnect with our girl on the set ;-)","Feb 17, 2020",458,10,2022-12-28,8
85,12461,255360,2020-03-10,Alo 02,I can’t believe I actually tried to zoom into her eye to see if there was a reflection of Suho😂,"Feb 18, 2020",218361,291,2022-12-28,418
85,12461,255360,2020-03-10,DORKIO,Conspiracy theory:  Really it’s Seojun and she ends up seeing him working another job (aka this one )😱😱😱🤪🤪🤪😂😂😂,"Feb 18, 2020",111273,845,2022-12-28,63
85,12461,255360,2020-03-10,lolan0va,If those are fat thighs then I'm a cow. smh,"Feb 18, 2020",9608,24,2022-12-28,47
85,12461,255360,2020-03-10,This user has been deleted.,This comment has been deleted.,,0,0,2022-12-28,99
85,12461,255360,2020-03-10,This user has been deleted.,This comment has been deleted.,,0,0,2022-12-28,290
85,12461,255360,2020-03-10,marmaladegirl,Idk why I expected to actually see him today. I played myself. ,"Feb 18, 2020",1325,1,2022-12-28,6
85,12461,255360,2020-03-10,Platanim,Oh man I bet Suho got into acting and is going to be in the movie she's working on!!! I can't wait to finally see him!,"Feb 18, 2020",1256,8,2022-12-28,11
85,12461,255360,2020-03-10,frickitude,👏 Y’ALL 👏 KNOW 👏 ITS 👏 MY 👏 BOY 👏 SUHO 👏,"Feb 18, 2020",1063,16,2022-12-28,10
85,12461,255360,2020-03-10,Biologygirl,Lol we’re all so worked up and watch it just be some random guy she accidentally bumped into. 🤣,"Feb 18, 2020",858,0,2022-12-28,5
85,12461,255360,2020-03-10,This user has been deleted.,This comment has been deleted.,,0,0,2022-12-28,518
85,12461,255360,2020-03-10,(͡° ͜ʖ ͡°)),The top comment really pissed me off they spoiled the comic without even a warning 🗿,"Mar 10, 2020",468,9,2022-12-28,11
85,12461,255360,2020-03-10,Stephie Maguire,"SPOILERS, OF ANY KIND, SHOULDN'T BE ALLOWED IN THE COMMENTS!","Mar 10, 2020",343,2,2022-12-28,5
85,12461,255360,2020-03-10,Starsinfinity,"It’s definitely Suho, he’s wearing the same shirt as in episode 47 👀","Feb 19, 2020",334,6,2022-12-28,20
85,12461,255360,2020-03-10,Kaelin Cutting,"oh my god, please be suho. Like seojun is a sweetheart, but I ship her more with suho cause when she was with him, she didnt have to worry about how she looked or what she was into. I feel like she has to hide her real self from seojun because she is scared that he wont like her anymore. but no matter who she ends up with, this comic is so amazing and I'll continue to read.","Feb 19, 2020",314,13,2022-12-28,11
85,12461,255360,2020-03-10,ambroisealexandra1234,No I can’t stand this!!!! She finally gets a man. HE CANNOT COME BACK NO.(ps I love him). Don’t make me suffer with a shipping war ahhhhhhhhhhhh,"Feb 18, 2020",291,28,2022-12-28,3
86,21734,270214,2020-03-17,marmaladegirl,I’ve been bamboozled. ,"Feb 25, 2020",198202,329,2022-12-28,93
86,21734,270214,2020-03-17,Trina T,Say sike right now,"Feb 25, 2020",195147,1211,2022-12-28,113
86,21734,270214,2020-03-17,mangocubes,the AUDACITY,"Feb 25, 2020",169557,903,2022-12-28,80
86,21734,270214,2020-03-17,Amanda Gallmeyer,TWO Suho cliffhangers in a row?!? you're under arrest.,"Feb 25, 2020",10651,11,2022-12-28,22
86,21734,270214,2020-03-17,Callidissime,"Yo that went, from 100 to 0 to 100 again real quick. ","Feb 25, 2020",7590,13,2022-12-28,13
86,21734,270214,2020-03-17,Beatricexr,"THE CALL SAID ""REPUBLIC OF KOREA"" GUYS SUHO IS IN KOREA I REPEAT SUHO IS IN K O R E A","Feb 25, 2020",6211,16,2022-12-28,25
86,21734,270214,2020-03-17,This user has been deleted.,This comment has been deleted.,,0,0,2022-12-28,71
86,21734,270214,2020-03-17,serenity child,"Suho is so chill.. he rly says, “how are you doing?” um sir you’re the one who has been missing the past couple of years.. how are YOU doing?","Feb 26, 2020",2950,7,2022-12-28,16
86,21734,270214,2020-03-17,aliciatruong,"YOU TELLING ME I PAID 5 COINS TO SEE A FAKE SUHO. ALRIGHT THE BETRAYAL IM FEELIN RIGHT NOW !! :,(","Feb 25, 2020",2466,17,2022-12-28,11
86,21734,270214,2020-03-17,Mufferson,I’m shooketh that Suho connected with him and not her. Talk about plot twist 👏🏾👏🏾,"Feb 25, 2020",1786,5,2022-12-28,10
86,21734,270214,2020-03-17,uenoyams,THAT REVEAL SHOULD BE ILLEGAL,"Feb 25, 2020",1599,8,2022-12-28,3
86,21734,270214,2020-03-17,wannabe ninja 🧃,"Suho really busted Eminem like “Guess who’s back, back again.” ","Feb 25, 2020",1579,4,2022-12-28,8
86,21734,270214,2020-03-17,JayyMotleyy,I was played. twice. my heart can't handle more ,"Feb 25, 2020",1021,4,2022-12-28,1
86,21734,270214,2020-03-17,Mia Amendola,I need Suho back. Idk why I’m not feeling this relationship shes in now but her and suho were so genuine and he loved how she looked without makeup 🥺 And they had a lot in common..I just want them to be together ,"Feb 25, 2020",945,88,2022-12-28,34
86,21734,270214,2020-03-17,SeasideSmith,Drop another episode please. I’ll pay extra. I don’t care. ,"Feb 25, 2020",646,6,2022-12-28,1
87,34952,286755,2020-03-24,mangocubes,SoMEBODY CALL THE CLIFF HANGER POLICE RN,"Mar 03, 2020",258520,409,2022-12-28,93
87,34952,286755,2020-03-24,wogo,Um did he get hotter or what ladies ( apologizes :) ladies and gents ),"Mar 03, 2020",231537,913,2022-12-28,191
87,34952,286755,2020-03-24,furraes,"YES THE MOMENT WE HAVE BEEN WAITING FOR. IVE BEEN WAITING FOR YOU SUHO edit: they hate me cuz i spoke the truth 😌 ✨✨ edit2: not a spoiler, its literally him LMFAOO","Mar 03, 2020",173875,3233,2022-12-28,181
87,34952,286755,2020-03-24,KDap21,CAN WE ALL TAKE A MOMENT TO APPRECIATE THE ART IN THE LAST SCENES IT LOOKS BEAUTIFUL ,"Mar 03, 2020",8760,9,2022-12-28,27
87,34952,286755,2020-03-24,This user has been deleted.,This comment has been deleted.,,0,0,2022-12-28,23
87,34952,286755,2020-03-24,Black_bird_223 ,"UGH she's happy with Seojun but in reality she's not showing him who she really is, she puts on a mask (not just literally also figuratively) and does not show her true self whereas Suho KNOWS her. Ngl I've been team Suho since the beginning but I do like Seojun but I DO NOT like the fact that she isn't herself when she's with him and he's falling in love with a version of herself that isn't true. Maybe eventually this version would become who she really is but right now it isn't T^T","Mar 03, 2020",7092,65,2022-12-28,101
87,34952,286755,2020-03-24,AmbiBambi1,Can we give it up for the artist because those last few panels were breathtaking ,"Mar 03, 2020",4979,4,2022-12-28,14
87,34952,286755,2020-03-24,Chiplates,Okay but like nobody’s talking about her and Sua’s conversation. I 100% agree with what she said about if you don’t support your idol when they get a relationship then you’re truly not a fan.      Edit: I’m so glad that so many of you agree with me. Before these people were idols they were regular humans just like us. You are absolutely delusional if you honestly think you have a chance with your ‘oppars’ or ‘unnies’. You need to get over that weird obsession and live your own life. Y punto. ,"Mar 03, 2020",4580,10,2022-12-28,62
87,34952,286755,2020-03-24,Gabs 🌟☄,i feel like Seojun suddenly decided to be a singer again and make Jugyeong proud bc Suho is back and he feels like he can't compete with him ,"Mar 03, 2020",3326,21,2022-12-28,30
87,34952,286755,2020-03-24,NCTV,SUHO IS BACK Who else hasn't left his side,"Mar 03, 2020",2819,86,2022-12-28,87
87,34952,286755,2020-03-24,riri_sleepyee,EVERYBODY STAY CALM DONT PANIC STAY FKN CALM (michael scott impression),"Mar 03, 2020",1790,8,2022-12-28,17
87,34952,286755,2020-03-24,fave alex,"omg... I was team Seojun because I usually have second lead syndrome. Though looking at it now, Suho is best for Jugyeon, he understands her and they have common interests. I feel that Jugyeon isn't living for herself but Seojun. Now don't get me wrong Seojun is a snack himself and not a bad guy, but I feel their compatibility is mainly on their appearences as he himself said she was pretty. it makes me sad it makes Jugyeon's confidence stoop lower. him becoming a singer may cause problems :(","Mar 03, 2020",1813,54,2022-12-28,22
87,34952,286755,2020-03-24,mochitistic,the art is just *chef kiss*,"Mar 03, 2020",1351,1,2022-12-28,8
87,34952,286755,2020-03-24,SnapeIsMyPatronus,When you think you're over Suho and then he comes back into your life and messes with your emotions 😭😭😭,"Mar 03, 2020",1241,9,2022-12-28,13
87,34952,286755,2020-03-24,Uwochi,Damn this is gonna torment me all week.. ,"Mar 03, 2020",999,3,2022-12-28,5
88,14608,264844,2020-03-31,bakutwice,"suho: congrats, i knew you liked her // seojun: *surprised Pikachu face*","Mar 10, 2020",214702,436,2022-12-28,73
88,14608,264844,2020-03-31,mangocubes,my heart is confusion ,"Mar 10, 2020",163798,469,2022-12-28,71
88,14608,264844,2020-03-31,sliceoflife6 ,Did anyone else let out a collective sigh of relief when seeing Suho’s face? So glad he’s back! ,"Mar 10, 2020",140904,3788,2022-12-28,166
88,14608,264844,2020-03-31,goyangi1991,I know Suho should never expected her to wait-and I mean there was really no reason for her to wait when he stopped all communication....but it hurts my heart that he was so supportive like the feelings they once had meant nothing...😣 ,"Mar 10, 2020",7342,63,2022-12-28,46
88,14608,264844,2020-03-31,AllieBumbleBeeBih,So I’ve done some thinking and I was a huge supporter of Suho in the beginning and then when he left I switched to Seojun and now that Suho has come back I’ve reached my final decision and I think that Jugyeong needs to date neither and work on herself and her own insecurities before dating anyone  ,"Mar 10, 2020",6176,69,2022-12-28,72
88,14608,264844,2020-03-31,xluche,Suho is smiling although his heart is breaking cause we all know how hard that goodbye hit him,"Mar 10, 2020",4626,25,2022-12-28,17
