title,author,genre,status,release_day,views,subscribers,rating,chapter,comments,total_comments,likes,total_likes,date,user,comment_body,post_date,upvotes,downvotes,reply_count,scrape_date,season
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,25,6213,1883971,243200,60143294,2018-08-12,thick buns,"wait till he finds out what Apollo did to Persephone and that b!tch will get avada kadavra outta here. EDIT: OMG TOP COMMENT THANK YOU, and yes I’m here to make HP references. slytherin forever 🐍","Aug 11, 2018",142112,679,406,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,25,6213,1883971,243200,60143294,2018-08-12,Tyuun,Damn I wanted to hear the phone call.. next week :(,"Aug 11, 2018",74140,216,18,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,25,6213,1883971,243200,60143294,2018-08-12,anonymous,"Can I say how Percy Jackson Fans must be hating or loving this? Honestly, all most all gods and goddess made a one-night stand. Other than Artemis/ Athena/ Hestia /Hera (and probably others..) Also... I may not be Greek, but it’s all history. And you may Greek, but you were not there at that time either. So don’t try to preach me.","Aug 11, 2018",69925,2070,599,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,25,6213,1883971,243200,60143294,2018-08-12,MexiCat,HADES WAS SO PRECIOUS AS A CHILD ,"Aug 11, 2018",2715,0,12,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,25,6213,1883971,243200,60143294,2018-08-12,Sylveon,1 like equals one slap in the face for f***ing Apollo EDIT: 5th top comment!LETS START THE I HATE APOLLO CLUB GUYZZ,"Aug 11, 2018",1837,13,23,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,25,6213,1883971,243200,60143294,2018-08-12,Mordreds Nephew,"I'm torn between the desires to weep for Hades backstory which I already knew, scold him for not realizing sooner, and fall to my knees crying ""YESSSSSSS!!"" because I'm not the only one who talks to their dog about their deep seated psychological issues. ","Aug 11, 2018",1189,9,9,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,25,6213,1883971,243200,60143294,2018-08-12,JewelRose,Hmmmmm.....so Apollo’s not dead....that’s an issue.....,"Aug 11, 2018",1033,2,11,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,25,6213,1883971,243200,60143294,2018-08-12,my arm is cramping,Can we just talk about baby hades?? He’s adorable...💙,"Aug 11, 2018",920,0,5,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,25,6213,1883971,243200,60143294,2018-08-12,Reaper_yo,"Aidoneus is such a beautiful name. I hope Hades starts going by it again, or at the very least lets Persephone call him Aidoneus","Aug 11, 2018",691,2,7,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,25,6213,1883971,243200,60143294,2018-08-12,lunar1s,Just wait until Hades finds out what Apollo did ._.,"Aug 11, 2018",594,1,6,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,25,6213,1883971,243200,60143294,2018-08-12,hello matey,#fuckyouapolloistillwontforgiveufortouchingourcinnamonroll,"Aug 11, 2018",523,0,9,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,25,6213,1883971,243200,60143294,2018-08-12,fizzyizzy--,SIGN HERE TO SLAP THE LITTLE SHIT APOLLO,"Aug 11, 2018",456,3,32,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,25,6213,1883971,243200,60143294,2018-08-12,adripants,Am I the only one who thinks his mama looks a teensy bit like Perse? ,"Aug 11, 2018",414,1,16,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,25,6213,1883971,243200,60143294,2018-08-12,Cembir,"I actually want Artemis to find out what her brother did in her own home and be vengeful. She was supposed to be the safe place and protect Persephone. Artemis was worried about Hades, who cherishes Persephone, but invited in the monster who hurt her friend.","Aug 12, 2018",355,0,5,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,25,6213,1883971,243200,60143294,2018-08-12,CoolChicken,stayed up till 12 to see baby Hades... so worth it!,"Aug 11, 2018",317,0,4,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,26,7483,1883971,251518,60143294,2018-08-19,🍈MELONie🍉,"“And I happen to know a lot about being blue"" *smirks*","Aug 18, 2018",159905,170,113,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,26,7483,1883971,251518,60143294,2018-08-19,Silencio📼,I HOPE SHE GETS HER JUSTICE😭,"Aug 18, 2018",98686,220,71,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,26,7483,1883971,251518,60143294,2018-08-19,joethehero97,"GIRL OMG IM HERE FOR YOOOOUUUUUU edit: I know kore might not be able to talk about it now but when she needs to talk maybe go to him, or maybe Hera? Idk about her... and since it happened in Artemis’s house and it was her twin... she probably can’t tell her cause it’s her twin so she may be weird about it and she won’t go to her mother so there’s not a lot of choices for her until we get some new characters and relationships","Aug 18, 2018",95241,360,52,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,26,7483,1883971,251518,60143294,2018-08-19,arrtishaa,Can Hades just PLEASE TELEPORT HIS ASS TO PERSEPHONE AND HUG THE SADNESS OUT OF HER#MAKEPERSEPHONEHAPPYAGAIN2K18,"Aug 18, 2018",2493,3,12,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,26,7483,1883971,251518,60143294,2018-08-19,Attacksquid255,"""You called."" ""You answered"" Hades is the #1 smartass ","Aug 18, 2018",2117,2,5,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,26,7483,1883971,251518,60143294,2018-08-19,Mara_Bird93,This girl was raped not to long ago let us not forget. And she’s able to stand her ground in a conversation with the god of death. This is such an important testimony to what rape is and what strength of the survivor is. ,"Aug 18, 2018",1618,6,28,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,26,7483,1883971,251518,60143294,2018-08-19,kasgurl23,"Some people in these comments make me SICK! Persephone did not consent. She tried PUSHING HIM OFF, she said she was training to be an ETERNAL VIRGIN, and that she wouldn't make exceptions. Apollo put a SPELL on her, which is like getting someone drunk or high irl. When under a spell you have no control. She was scared. She was HURTING. SHE WAS CRYING. She went into her mindscape just to TRY to disassociate, waiting for him to stop. That is NOT consensual sex AT ALL!","Aug 18, 2018",1028,4,17,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,26,7483,1883971,251518,60143294,2018-08-19,iliekfood,I SMILED THE WHOLE EPISODE BUT I WAS ALSO DYING HOW OH MY GOD ,"Aug 18, 2018",973,2,7,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,26,7483,1883971,251518,60143294,2018-08-19,anonymous,I AM THE GODDESS OF F****ING SPRING I AM HAPPY *Uncontrollably Sobbing*,"Aug 18, 2018",766,2,4,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,26,7483,1883971,251518,60143294,2018-08-19,This user has been deleted.,This comment has been deleted.,,0,0,2,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,26,7483,1883971,251518,60143294,2018-08-19,Plant_Prince,"Im sad now that Hades knows Persophone is sad. And the way he says her name ""Kore"" fogkroskskvmr stahp","Aug 18, 2018",450,1,6,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,26,7483,1883971,251518,60143294,2018-08-19,Chondamma Malanda,"I have to admit, when I saw Persephone and what Apollo did to her a couple chapters back, I was shaken. Really shaken, to my core. This, exactly this, has happened to so many girls and boys out there and it hurt to have to witness this happening to the cinnamon roll I've loved since chapter 1 on Discover. But this right here, this relationship between Hades and her, just blossoming, also spells hope. For her and for the readers who've been through a similar situation. There's always Hope. ","Aug 18, 2018",371,0,7,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,26,7483,1883971,251518,60143294,2018-08-19,Jessie Whelchel,"I saw a few comments bashing on Hades for being funny in a wrong situation, but he has no idea why she's sad. He's doing the smart thing by not pushing it because he knows he doesn't have that place. Pers is sad, and if she didn't want to talk she wouldn't have answered. I feel like she will eventually tell someone, but in a situation like this its hard to admit to yourself what happened. Hades is being a good friend by trying to cheer her up in my opinion.","Aug 18, 2018",360,0,4,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,26,7483,1883971,251518,60143294,2018-08-19,Legendofjoc,I CANT WAIT TILL HE FINDS OUT WHAT APOLLO DID!!!!! 😩😩 i wanna see his wild side. ,"Aug 18, 2018",294,3,10,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,26,7483,1883971,251518,60143294,2018-08-19,Ender Slayer,NO! CLIFFHANGERS SHOULD BE BANNED! NO! NO MORE CLIFFHANGERS,"Aug 18, 2018",288,1,4,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,27,7031,1883971,252047,60143294,2018-08-26,Turtle Corns,Because he was waiting for a goddess like you 😫💕,"Aug 25, 2018",169394,232,68,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,27,7031,1883971,252047,60143294,2018-08-26,honeyyitsyou,"I hoped she would tell him about Apollo, but I’ll have to wait ","Aug 25, 2018",113089,371,102,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,27,7031,1883971,252047,60143294,2018-08-26,kmstots,BECAUSE HE'S WAITING FOR YOU,"Aug 25, 2018",104839,270,26,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,27,7031,1883971,252047,60143294,2018-08-26,Kailee Rackham,Omg this phone call could last 20+ chapters and I would be just fine,"Aug 25, 2018",2940,4,7,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,27,7031,1883971,252047,60143294,2018-08-26,AriaWolfgar,Can we appreciate the stages of persephone becoming a blanket burrito?,"Aug 25, 2018",2621,1,9,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,27,7031,1883971,252047,60143294,2018-08-26,BritGirl842,‘Fine is a dirty four letter word that starts with F’...AIN’T THAT THE TRUTH!! ,"Aug 25, 2018",1642,1,7,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,27,7031,1883971,252047,60143294,2018-08-26,hidcote,"Hades: ""I don't like sand, it's coarse, it's rough, it's irritating, and it gets everywhere.""","Aug 25, 2018",1619,2,30,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,27,7031,1883971,252047,60143294,2018-08-26,Nar!ko,"Hades: ""Because you're not married to me yet""","Aug 25, 2018",1156,5,7,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,27,7031,1883971,252047,60143294,2018-08-26,Lil' May,Everytime she talks to him she gets little blue flowers showing she likes him and if that's not the cutest thing ever idk what is,"Aug 25, 2018",1096,2,6,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,27,7031,1883971,252047,60143294,2018-08-26,mermaidsoul,She owes him one personal question. I bet it will be “will you marry me?” And then we can all live happily in peace with our ship. ,"Aug 25, 2018",938,2,10,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,27,7031,1883971,252047,60143294,2018-08-26,Kelfolio,Hades eye glow is pink instead of red and Persphone has blue flowers in her hair. You know what this means?! Synergy! or is it synchronizing? 🤔,"Aug 25, 2018",747,0,3,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,27,7031,1883971,252047,60143294,2018-08-26,DOOBIS,I thought your mom was having a mid-life crisis turns out it was you....great thing to tell to your crush hades😂,"Aug 25, 2018",599,1,1,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,27,7031,1883971,252047,60143294,2018-08-26,Misspumpkin511,Hades with long hair tho❤️,"Aug 25, 2018",525,1,6,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,27,7031,1883971,252047,60143294,2018-08-26,Rosie__Thorns,“Are you making a face?”😂😂,"Aug 25, 2018",521,2,5,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,27,7031,1883971,252047,60143294,2018-08-26,Schy Pie,you can tell how much they like each other because they WONT STOP FRICKING MOVING WHILE ON THE PHONE,"Aug 25, 2018",437,0,3,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,28,5623,1883971,251204,60143294,2018-09-02,Aliszarah,AWW THEY FELL ASLEEP ON THE PHONE WITH EACHOTHER ,"Sep 01, 2018",189825,132,56,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,28,5623,1883971,251204,60143294,2018-09-02,DietCocaine,“Nah Im normally up at this time...” Everyone reading this WEBTOON right now.,"Sep 01, 2018",139186,186,146,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,28,5623,1883971,251204,60143294,2018-09-02,Theviolinist💜,Hades even though U didn't find out what Apollo did and killed him... Thank you for making our cinnamon roll happy. Edit: To all those saying he can't die remember what happend to the Titans who thought that. Also death would be too kind. I am pretty sure Prometheus Would love a companion. *cue the evil laugh*. edit: Some of u think its cruel to let Prometheus be with him so let's give hades some renovation ideas,"Sep 01, 2018",98458,395,116,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,28,5623,1883971,251204,60143294,2018-09-02,garnetgarcia,HADES YOU DO NOT TELL THE WOMAN YOURE INTERESTED IN THAT YOU ONCE THOUGHT OF SCREWING HER MOTHER HONEY PL E A SE,"Sep 01, 2018",2100,6,11,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,28,5623,1883971,251204,60143294,2018-09-02,Fireflye,I’m building the Apollo x Death ship. Anyone want to join?,"Sep 01, 2018",1526,8,50,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,28,5623,1883971,251204,60143294,2018-09-02,Crazy1201,"Everyone’s mad at Apollo ( obviously I am too)  But I’m more pissed at Artemis for letting him in, not realizing the threat he could be to Persephone. Then she and everyone else have the nerve to judge Hades on his reputation, when he can be a fine gentleman, and has been better to Persephone than anyone else in years.   Get out of here with your baditude Artemis.  I DUN WANNA HEAR IT. ","Sep 01, 2018",1236,20,18,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,28,5623,1883971,251204,60143294,2018-09-02,feelthefiction,"Everyone's talking about how Persie should tell Hades what Apollo did, and how Hades is gonna mess Apollo up, but what about Artemis? She is the goddess and protector of young and virgin girls, when she finds out what her OWN BROTHER did to her BEST FRIEND she is going to LOSE HER SHIT. Move over Hades, and even Demeter, their anger won't even compare to this girl. Artemis is gonna be the one that literally HUNTS HIM DOWN and kills him, with her arrows and everything. Gonna be hectic.","Sep 01, 2018",918,1,17,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,28,5623,1883971,251204,60143294,2018-09-02,Volkanon,They stayed up all night talking to each other and that is the sweetest thing ever. my heart just melted right there on the spot seeing then passed out by their phones. 😢💕💕,"Sep 01, 2018",562,1,2,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,28,5623,1883971,251204,60143294,2018-09-02,Ernesto Bonilla,They fell asleep together! My little babies! 😭,"Sep 01, 2018",442,4,1,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,28,5623,1883971,251204,60143294,2018-09-02,Lesley Ramos,I've loved the Greek gods for years and you brought it to life thank you...,"Sep 01, 2018",340,1,2,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,28,5623,1883971,251204,60143294,2018-09-02,magatronix,the LOOK in his eyes when he's on the phone is a LOOK OF PUPPYLOVE. he is just FASCINATED by her,"Sep 01, 2018",286,0,1,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,28,5623,1883971,251204,60143294,2018-09-02,CaptainFireman,Every Sunday I am excited for a total of 10 seconds and then sadness sets because I have to wait ANOTHER week. ,"Sep 01, 2018",276,1,3,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,28,5623,1883971,251204,60143294,2018-09-02,Jonathan Sciance,I'm impressed at the battery life of this phone that she fell asleep while talking with Hades and it still has juice.,"Sep 01, 2018",231,0,7,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,28,5623,1883971,251204,60143294,2018-09-02,Luisa Day,*Inhales* COULD THEY BE ANY CUTER!? ,"Sep 01, 2018",195,0,2,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,28,5623,1883971,251204,60143294,2018-09-02,PurpleSince1983,"Guys, let’s be real. It’s unrealistic for her to tell Hades what Apollo did, at least for a while. Sexual assault/rape isn’t easy to talk about. It’s not something you’re able to instantly gush about, especially right after it happens. Persephone might never tell Hades, or anyone for that matter, and that’ll be a realistic and understandable choice. ","Sep 02, 2018",196,1,4,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,29,3376,1883971,233815,60143294,2018-09-16,🍈MELONie🍉,“Lurking is a pervert’s sport.” XD wHO KnEw?,"Sep 15, 2018",124266,169,44,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,29,3376,1883971,233815,60143294,2018-09-16,awakebyawindow,Breakfast gin and tonic is the breakfast of *hic* champions ,"Sep 15, 2018",83999,250,24,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,29,3376,1883971,233815,60143294,2018-09-16,ninjafoot ,OMG YAASSS MORE HADES PUPPERS,"Sep 15, 2018",63297,279,19,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,29,3376,1883971,233815,60143294,2018-09-16,FoxHearts,Hera showing Zeus the middle finger is me to Monday mornings,"Sep 15, 2018",1942,5,5,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,29,3376,1883971,233815,60143294,2018-09-16,Mandy Tirrell Hilton,"Artemis, stop worrying about her texting Hades and realize your brother is a rapist. Perse, you have to tell her. Glad your back and feeling better. Now to wait for next week. Edit: Anyone else notice that Hera and Hebe are wearing matching outfits.... #momgoals","Sep 15, 2018",1719,11,11,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,29,3376,1883971,233815,60143294,2018-09-16,bubble☆tea☆queen,"So I did some research on Hebe because there is always a reason why the author adds certain details to the story. In this case, Hebe serving her mother, Hera a morning drink. Which it turns out that Hebe is the cupbearer for the gods and goddesses of Mt.Olympus, serving them nectar and ambrosia. So this is really cool of the author because yet again she modernizes Greek Mythology for the readers as well as give us more knowledge on it because I didn't know about Hebe!","Sep 15, 2018",1241,1,9,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,29,3376,1883971,233815,60143294,2018-09-16,GetCoolioJulio🕊,They need couples counseling ,"Sep 15, 2018",1008,3,11,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,29,3376,1883971,233815,60143294,2018-09-16,littlescubadiva,"Ah, yes. I too have a small child to make me drinks throughout the day for when I get upset #relatable","Sep 15, 2018",790,1,6,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,29,3376,1883971,233815,60143294,2018-09-16,BritGirl842,‘Lurking is a pervert’ sport’....*thinks of Apollo immediately*,"Sep 15, 2018",653,0,3,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,29,3376,1883971,233815,60143294,2018-09-16,I.am.Tesla,But am I the only one that picked up on the fact that the artist wrote in that Hera THE FUCKING QUEEN OF OLYMPUS had a brief moment of insecurity while looking in the mirror? Seriously that was so subtle and beautiful! Even queens don’t feel perfect all the time!,"Sep 15, 2018",563,0,6,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,29,3376,1883971,233815,60143294,2018-09-16,Jasmyn Antoniỳa,"Lmao ""stop... wait... How will I ever go about my day knowing that you're mad at me?"" spoken like a real QUEEN 👑 😂","Sep 15, 2018",553,0,2,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,29,3376,1883971,233815,60143294,2018-09-16,Silver Skater,Persephone has to at least tell Hera what happened. Then she’ll ship our ship,"Sep 15, 2018",444,3,4,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,29,3376,1883971,233815,60143294,2018-09-16,littlescubadiva,"“Lurking is a pervert’s sport” is my new thing, we stan a queen","Sep 15, 2018",347,1,2,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,29,3376,1883971,233815,60143294,2018-09-16,ambee4444,that poor kid knows her mom and dad are going to fight so she makes her mom a drink,"Sep 15, 2018",333,0,2,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,29,3376,1883971,233815,60143294,2018-09-16,belela throne ,👏🏻WHO👏🏻IS👏🏻READY👏🏻FOR👏🏻APOLLO👏🏻TO👏🏻CATCH👏🏻THESE👏🏻HANDS👏🏻,"Sep 15, 2018",324,1,6,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,30,4947,1883971,240177,60143294,2018-09-23,Accidentally Awesome,HERA THE QUEEN OF MARRIAGES AND SHIPPING IS ON OUR SIDE Edit; THANK YOU GUYS FIRST TOP COMMENT🤩In many book series you can see Hera being a jerk but just not in this one.,"Sep 22, 2018",135010,307,52,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,30,4947,1883971,240177,60143294,2018-09-23,Theviolinist💜,Does your 8 year old have more emotional intelligence than you hmmmm she has more intelligence than me so yes it can be said she does,"Sep 22, 2018",86495,286,15,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,30,4947,1883971,240177,60143294,2018-09-23,_spill_thetea,lmao persephone has an embarrassing id photo too that's when you know she's relatable,"Sep 22, 2018",20719,30,7,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,30,4947,1883971,240177,60143294,2018-09-23,This user has been deleted.,This comment has been deleted.,,0,0,600,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,30,4947,1883971,240177,60143294,2018-09-23,Midnights_Insanity ,"""you can hardly tell they're as$holes"" wow hera ","Sep 22, 2018",1846,1,6,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,30,4947,1883971,240177,60143294,2018-09-23,NamjoonsMonsta,I can already see Hades struggling between whether he wants to hug or strangle hera 😂😂😂,"Sep 22, 2018",1512,1,7,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,30,4947,1883971,240177,60143294,2018-09-23,ImpostaPeach,Something better be done soon about her rape we not sweeping this under the rug fuck Apollo 🖕🏽🖕🏽🖕🏽,"Sep 22, 2018",1185,1,18,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,30,4947,1883971,240177,60143294,2018-09-23,aqua_artist,I knew my girl Persephone would get first in the spelling bee 😤🙌,"Sep 22, 2018",883,0,4,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,30,4947,1883971,240177,60143294,2018-09-23,MisplacedDesi,Hera -“I HAVE AN INGENIOUS PLAN!” Hebe - “this can only end in tears.”,"Sep 22, 2018",642,2,3,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,30,4947,1883971,240177,60143294,2018-09-23,theokayestplayer,Anyone else notice that the symbol for Underworld Corp is a Pomegranate? The author really does think of everything ,"Sep 22, 2018",590,0,9,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,30,4947,1883971,240177,60143294,2018-09-23,(͠≖ ͜ʖ͠≖) ship hero,That moment when hera became ship master *^*,"Sep 22, 2018",396,0,2,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,30,4947,1883971,240177,60143294,2018-09-23,9Lives,When the goddess of marriage ships it 🙌,"Sep 22, 2018",340,0,1,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,30,4947,1883971,240177,60143294,2018-09-23,thelovelymadone,"THIS EPISODE IS SO ADORABLE!!! Ahhhh! I think Hera has good intentions and i dunno. I love this story!!! Sigh.... time to go study. -sigh- PS Forget Hades, Apollo might get wrecked by Hera. She’ll help our cinnamon roll, I hope, ","Sep 22, 2018",297,2,6,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,30,4947,1883971,240177,60143294,2018-09-23,Invk&,"I don't see why other gods in the webtoon think Hades is a jerk, I mean, he's taking care of multiple dogs, rules the underworld by himself, gave a stripper a better job, and took care of a drunk Persephone, while Zues rules Olympus, and is a jealous perverted b*tch, and then Poseidon is... Poseidon","Sep 23, 2018",278,2,7,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,30,4947,1883971,240177,60143294,2018-09-23,Plaatina,ALL BOW TO THE QUEEN WHO SUPPORTS OUR SHIP,"Sep 22, 2018",190,0,1,2023-01-03,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,31,9048,1883971,247400,60143294,2018-09-30,Dacee Sherri Blawn,"My darling girl... I’m so glad Hera knows something happened. EDIT* - thank you all so much for top comment! I love this story and the authors take on it so much, it’s really awesome to be able to feel heard! 💙💖 edit 2- while I’m here, I’d like to state that coerced and forced consent isn’t really consent. That “okay” was out of desperation and pressure. Any other jag weeds who want to argue with me just get to episode 66 and then we’ll talk. 😘","Sep 29, 2018",166387,400,115,2023-01-03,1
