site,season,season_chapter,overall_chapter,upvotes,downvotes,reply_count,comment_text,date
naver,2,31,111,4202,88,0,마지노 얼굴 개훈남 ^////^,"May 25, 2013"
naver,2,31,111,3857,119,0,이제 다리사이 빔을 시전하겠군,"May 30, 2013"
naver,2,31,111,2941,62,0,마자노님 감사해요 서비스 ㅎㅇㅎㅇ..♥♥,"May 27, 2013"
naver,2,31,111,165,2,2,ㅋㅋㅋㅋㅋ정주행중인데 밤이 아무리 강하다하지만 진짜 말도안되는 상대한테 덤볐었구나 싶넼ㅋㅋㅋㅋㅋㅋㅋㅋ,"Aug 30, 2019"
naver,2,32,112,64008,220,42,유리는 이미 환장했습니다,"May 09, 2013"
naver,2,32,112,55629,252,11,유리는 환장해서 검은삼월 까지 빌려준 후입니다,"May 11, 2013"
naver,2,32,112,39624,447,4,유리는이미 밤에게 환장한지 오래입니더...물논저도...!,"May 13, 2013"
naver,2,32,112,20197,368,11,이야.. 우렉은 뭘먹고 저렇게 잘생겼냐?,"May 07, 2013"
naver,2,32,112,13898,296,0,말로표현할수없을만큼비올레사랑함,"May 10, 2013"
naver,2,32,112,12878,212,0,유리는 이미 환장해서 검은삼월까지 빌려줫다는.....,"May 11, 2013"
naver,2,32,112,10254,173,0,분량쩌는데 또체우면 내폰 터져요자까님,"May 18, 2013"
naver,2,32,112,7287,221,2,유리랑먼사이야?,"May 11, 2013"
naver,2,32,112,6296,68,0,거북이들이베이비들로바꼈음ㅋㅋ,"May 28, 2013"
naver,2,32,112,5047,126,0,이게 분량다못채운거면 다른웹툰들은 석고대죄를해도 모자람,"May 25, 2013"
naver,2,32,112,4654,61,0,이게 원래 계획했던 분량이아니면 대체 원래분량은 어떻다는거짘ㅋㅋㅋㅋㅋ역시신탑은 진리다,"May 23, 2013"
naver,2,32,112,4057,56,0,이게 분량미달...?,"May 26, 2013"
naver,2,32,112,3885,52,0,이미 환장한지 오래였답니다,"May 20, 2013"
naver,2,32,112,3664,46,1,신의탑의법칙: 잘생기거나 예쁘면 쎄다,"Jun 08, 2014"
naver,2,32,112,590,6,2,존나 웃긴게 ㅋㅋㅋㅋㅋㅋ 유리가 레펠리스타한테 밤을 찾아달라고 부탁함 -> 레펠리스타가 ok함 근데 부탁 들어주는 대신 지게나 새끼 찾아달라고 함 -> 유리가 우렉한테 대신 찾아달라고 부탁함 -> 우렉이 지게나 새끼 찾으러 감 -> 우렉이 밤 죽일려 함  ㅋㅋㅋㅋㅋㅋ 아이러니 ㅋㅋㅋㅋㅋㅋ,"Mar 19, 2020"
naver,2,33,113,37869,546,9,근데 왜 이번엔 밤 속에 있는 랍스터 안나온거지 랍스터도 나올때 레벨보고 개기나,"May 12, 2013"
naver,2,33,113,33184,660,8,지게나개불쌍하다...몸안에서뭐하는짓들이야..,"May 12, 2013"
naver,2,33,113,22898,517,10,초패왕열사권은 시전시간 졸 길어 한번을 못보드만.. 우렉이 원조인데 선별인원 금마가 따라한거였구먼...,"May 12, 2013"
naver,2,33,113,17800,428,4,마지노 존잘,"May 13, 2013"
naver,2,33,113,13491,465,5,우렉이 유리가 밤 주라고 준 날개 단체 대장인건가,"May 14, 2013"
naver,2,33,113,13333,275,2,앜ㅋㅋ패왕열사권ㅋㅋㅋㅋ부끄러워ㅋㅋㅋㅋㅋ,"May 16, 2013"
naver,2,33,113,10897,201,0,작가님은 드디어 우리에게 패왕열사권을 볼 기회를 주셨다 짧게,"May 15, 2013"
naver,2,33,113,8458,265,0,저오빠 머시따,"May 17, 2013"
naver,2,33,113,8243,274,2,패왕열사권 전에도 나오지않았나?됐고 마지노 진짜잘생겻다...,"May 15, 2013"
naver,2,33,113,7236,223,0,"신의 탑에서 가장 맘에 드는 캐릭이 하나 나왔네. 구질하지 않고, 완전 마초스타일. 우렉 마지노. 만쉐이.","May 20, 2013"
naver,2,33,113,6251,155,0,난 저런걸 참은 지게나가 더 신기해,"May 22, 2013"
naver,2,33,113,4888,256,1,그 언젠가 레로-로하고 퀀트와 하츨링이 만났을때 유제한테 연락와서 뭔가 할일이 생겼다고 했잖아요 레로-로는 월하익송에 들어간다는 조건으로 그 일을 맡는 것을 수락했구요 이번에 우렉이 유제한테 비올레를 '사람'을 써서 감시하라는 말을 했는데 그 '사람'이 아마 레로-로가 될 것 같네요,"May 25, 2013"
naver,2,33,113,4547,208,2,우렉마지노 뒤에 날개문양인 윙트리가 보이시죠?가장 높은 7익의 날개를 가지고 있습니다 그때 나타난 유리와 일진들?ㅋ 해골가면은 5익 쿤 하츨링은 4익 쿠르단 2익 입니다,"May 16, 2013"
naver,2,33,113,4035,133,0,초패 왕왕왕 왕왕왕 왕왕왕 왕왕왕 왕왕왕 왕왕왕 왕왕왕 왕왕왕 왕왕왕 왕왕왕 왕왕왕 왕왕왕 왕왕왕 왕왕왕 왕왕왕 왕왕왕 왕왕왕 왕왕왕 왕왕왕 왕왕왕 왕왕왕 왕왕왕 왕왕왕 왕왕왕 왕왕왕 왕왕왕 왕왕왕 왕왕왕 왕왕왕 열사...쿨럭,"May 11, 2013"
naver,2,33,113,208,4,2,우렉의 얼굴에 상처낸건 신수가 자의를 가지고 밤을 지키려다 그런거 같은데. 예전에 크라운게임에서 화련한테 상처냈을때랑 비슷한 경우인듯. 솔직히 지금 상태에서 우렉에게 상처를 내는건 밸붕이 너무 심함.,"Jan 08, 2019"
naver,2,34,114,43446,360,8,우렉 마지노 알고보니 동물보호단체ㅡㅡ,"May 05, 2013"
naver,2,34,114,36874,324,54,그러고 보니 연가문의 문장이 지게나의 꽃모양이네,"Apr 12, 2013"
naver,2,34,114,26937,856,12,머리띠 아마 지게나의 꽃 모양에 그 보석일거임 아마 그리고 길잡이가  연이한테 가문은 제대로 바로잡으라 한건 연이가 연가문을 바로잡는 길을 걸을수 있기때문 즉 연가문의 가주는 연이가 될것이고 잘못을 제대로 바로잡을겁니다 즉 해피엔딩그리고 저 토마토3개만 줘요 형들,"Apr 28, 2013"
naver,2,34,114,15329,502,2,올레는 내가 대려갈껀데? 미안하군 왕난군,"May 12, 2013"
naver,2,34,114,11028,386,0,올레가해주는 밥 먹고싶다 지짜 먹고싶다♥,"May 06, 2013"
naver,2,34,114,9393,1670,1,자왕난 거꾸로 하면 난왕자,"May 22, 2013"
naver,2,34,114,7717,272,3,츄파츕스에 불피우면 어떻게 될까,"May 19, 2013"
naver,2,34,114,5344,216,0,프린스 손가락6개ㅋㅋ,"Mar 30, 2013"
naver,2,34,114,4731,136,0,야채팔러온 비올레를 제외한 아이들,"May 18, 2013"
naver,2,34,114,4151,137,0,우렉 = 힙합변태,"May 26, 2013"
naver,2,34,114,3545,137,0,왕낭군 멋짐bb,"May 22, 2013"
naver,2,34,114,2495,55,0,이만화진짜조타,"May 26, 2013"
naver,2,34,114,2193,198,2,월하익송이랑 퍼그랑 적인가?ㅎㅎ,"May 25, 2013"
naver,2,34,114,1971,69,0,츕츕이가 갑자기 땡기네.....,"May 31, 2013"
naver,2,34,114,1758,72,0,베스트댓글에 건너편님 목적의식은 탑을 나가는거잖아요 그래도 존잘이라 용서♥♥,"May 24, 2013"
naver,2,35,115,35217,457,10,님들....작가님이 팬카페 채팅방에서 밝히셨는데 카라카 머리색 금발이래요.......자왕난이랑 똑같..,"May 10, 2013"
naver,2,35,115,28934,418,7,카라카가 낀반지랑 왕난이반지랑 똑같은거아닌가???뭐지...?)??? 퍼그는 자하드에 대적하는단체아닌가...??  카라카는 퍼그인데 왜 자하드반지를끼고있지,"May 06, 2013"
naver,2,35,115,20951,906,5,십이수때문에12번시험치룰듯,"May 19, 2013"
naver,2,35,115,17117,558,2,홍등가의 왕자? 자하드왕가에 대한 조롱이라고 봐도되나?,"May 16, 2013"
naver,2,35,115,13129,272,6,이제 알겠음카라카와 자왕난이 자하드의 숨겨진 아들이고 카라카는 자신을 버린 자하드를 복수하려고 퍼그에 들러가고 자왕난은 자하드를 만나려고 가는 것 같음,"May 28, 2013"
naver,2,35,115,10356,259,0,악어는 언제나와,"May 23, 2013"
naver,2,35,115,7238,339,0,아..떡밥좀회수해줘요ㅠㅠㅠㅠ흑,"May 02, 2013"
naver,2,35,115,6806,604,0,쿤쿤쿤♥이쁜우리쿤♥ 앙앙앙 난 니가 정말좋아 쿤♥(?),"May 11, 2013"
naver,2,35,115,5844,204,0,아아아!!!!!!! 얘들아 너무 반갑다아!!!!!!!!!!!!!!,"May 12, 2013"
naver,2,35,115,5513,228,1,홍등가는 여자들이 많은 즉. 자하드의 공주들을 비하해서 나타내는 말이예요. 왕난은 그중의 왕자니 홍등가의 왕자로 비약했고요.  증거1 자왕난 .. 난왕자 증거2 목뒤의뿔 증거3 반지 증거4 대삿속 계속제시되는 자왕난의 떡밥,"May 06, 2013"
naver,2,35,115,4759,157,2,카라카랑 왕난이랑 왠지 형제일 것 같다..............그렇다고 그냥,"May 24, 2013"
naver,2,35,115,4734,516,0,아 계탕이 살려내,"May 15, 2013"
naver,2,35,115,4077,194,0,담배춥스ㅋㅋ,"Apr 06, 2013"
naver,2,35,115,3964,232,0,라헬 안나와서 좋다 추천,"May 19, 2013"
naver,2,35,115,3033,78,0,라우룈ㅋㄱ졸려비켴ㅋㅋㅋ,"May 21, 2013"
naver,2,36,116,30229,374,13,닮은거 같지않아라니!!!!?! 이런 떡밥을 물고 허우적,"May 08, 2013"
naver,2,36,116,25571,2023,5,화련이 닮은 것 같지 않아? 라고 말한 것은 연인끼린 서로 닮는다 라는 말에서 따온 말로 자기가 히로인이 되고 싶다는 열망을 표현한 것이죠,"May 12, 2013"
naver,2,36,116,23998,544,13,유리 자하드는 하가문이고 하진성도 하가문임 근데 하진성이 유리 자하드보다 훨쎔 작가님이 그랬음,"May 16, 2013"
naver,2,36,116,13896,633,2,힘내. 나의 신이시여. 하고 말한 채로 친절하게 죽으라고 괴물을 만들어주시고 오시는 화련님. 이거 뭐지.,"May 15, 2013"
naver,2,36,116,13374,2727,5,보면 아시겠지만 밤에게 기술알려주는 사람 여자친구가 그 첫편 대답해주는 기계입니다,"May 13, 2013"
naver,2,36,116,8676,878,3,하진성이 가문을 버리면서까지 FUG에 들어간 이유가 어쩌면 그 금발 머리 여인과 한때 서로 사랑했던 연인사이였는데 그 여자가 가문에 팔려갈 뻔했는데 그 여자가 자하드 가문이나 자하드 혹은 비선별 인원 펜타미넘에게 살해 당했는데 뒤늦게 그 여인을 구하러 갔지만 죽어버려서 이게 다 10가문이나 자하드 때문이다 그 여인을 위해서 그 여자를 위해서 복수하는 길은 오직 자하드를 죽이는 것이다 하면서 퍼그에 들어간 것같습니다,"May 15, 2013"
naver,2,36,116,7352,252,1,밤 우는모습 미모포텐 터지네 진짜...,"Jun 02, 2013"
naver,2,36,116,6070,238,0,악어 혼자 이름 빨간색 ㅋㅋ,"May 13, 2013"
naver,2,36,116,5547,210,0,화련이 닮았다고 말한 그뜻이 제생각은 화련도 밤처럼 fug 에 억지로 들어간거같습니다. 화련도 밤처럼 사랑하는사람들을 죽인다는협박을 받아서 fug 에 들어간거일수도,"Jun 07, 2013"
naver,2,36,116,4908,531,0,유리 자하드의 성은 하입니다 합쳐서 하 유리 자하드죠 하 가문과 무슨 연관이 있을수도? 그닥 중요해보이지는 않지만..,"May 15, 2013"
naver,2,36,116,3597,164,0,악어 나오나?,"May 12, 2013"
naver,2,36,116,3404,142,0,밤이 신이되므로 제목이 신의탑이군!,"May 26, 2013"
naver,2,36,116,3005,167,0,베댓 비수님 말 못알아듣겠어여.....해석좀,"Jun 04, 2013"
naver,2,36,116,2862,143,0,베댓 비수님말 해석좀..,"Jun 02, 2013"
naver,2,36,116,1772,83,0,진흙인형 아이언맨같애 ㅋㅋ,"Jun 04, 2013"
naver,2,37,117,29363,332,14,쿤가문은 다 이렇게잘생긴건가요....♥ 쿤에드안의 얼굴이 참으로보고싶습니다,"May 10, 2013"
naver,2,37,117,21872,403,0,쿤 가문은 다른사람 등처먹는거 잘할듯,"May 16, 2013"
naver,2,37,117,17922,227,0,쿤들은 참... 잘생겼는데 재수까지없다니... 완벽하군,"May 18, 2013"
naver,2,37,117,12381,222,3,33화에서 우렉마지노가 유제한테 시킨일을 하츨링한테 넘기고 하츨링은 그걸 레로로하고 퀸트한테 넘긴듯. 레로로랑 퀸트가 비올레 조사하다가 밤이란거 알게되면 대박깜놀ㅋㅋㅋㅋㅋ,"May 16, 2013"
naver,2,37,117,8322,170,0,로씨....잘생겨지셧네요^^♥♥,"May 09, 2013"
naver,2,37,117,6739,109,0,쿤가문은 다 사기다 캬,"May 16, 2013"
naver,2,37,117,5953,130,3,"대체 퀀트는 쿤한테 몇번이나 발리는거야.. 고작 선별인원인 AA한테는 ""너만 내려갑니다""라는  굴욕을 당한것도 모자라 하츨링한테는 좁밥에 톱밥소리까지 듣고...ㅠㅠㅠ 불쌍한 퀀트...","May 30, 2013"
naver,2,37,117,5278,109,0,레로로가 나왔다!!!!!!!♥♥♥♥,"May 15, 2013"
naver,2,37,117,4403,144,0,히헤헹@로랑 퀸트 조아♥,"May 16, 2013"
naver,2,37,117,3790,67,0,퀸트가 나오면 개그물ㅋㅋ,"May 18, 2013"
naver,2,37,117,3727,66,1,레로로 왜이렇게 잘생겨졌어..어? 탑위로 올라갈수록 매력수치랑 외모수치도 올라가나..,"May 23, 2013"
naver,2,37,117,3374,100,0,축구게임에 게발 ...?,"May 16, 2013"
naver,2,37,117,2750,66,0,쮸오와아아앙ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아나로랑퀀트너무조으닼ㅋㅋㅋㅋㅋㅋㅋㅋ,"May 17, 2013"
naver,2,37,117,2217,58,0,로 조으다♥,"May 09, 2013"
naver,2,37,117,707,3,4,"로랑 하츨링은 랭커포스 장난아닌데 퀀틐ㅋㅋㅋㅋㅋㅋㅋ혼자 개그캐옄ㅋㅋㅋㅋㅋㅋㅋㅋ 난 아직 잊지않앗지 전설의 ""내 손으로 널 죽이고싶지 않아서다 알아둬""ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ","Jan 13, 2018"
naver,2,38,118,29273,520,11,에밀리가 쿤에게 스물다섯번째밤이 살아있다고한것은마지막에 ???가 말한것을 에밀리가 그대로 배운것입니다. 심심이처럼요. ???는 밤의정체를알고있는사람인데 누굴까요,"May 08, 2013"
naver,2,38,118,24124,801,6,심심이에 이거 전부 쳐보면 에밀리랑 똑같이 답변해줌ㅋㅋㅋ,"May 22, 2013"
naver,2,38,118,13299,902,0,?????에밀리가 사람이고 여행자가찾으러간다면 에밀리가 이번 공방전 우승상품인가...?,"May 09, 2013"
naver,2,38,118,10595,526,0,엔돌이 엔도르시,"May 10, 2013"
naver,2,38,118,8383,416,3,처음에 그 오페라 갖고있는 공주가 에밀리인줄 알았네,"May 18, 2013"
naver,2,38,118,7281,379,0,처음에는 에밀리가 인간들이 어쩌구라고 한줄 알았는데 다시보니 사랑한다고 말하려다가 위에 누군가가 고문해서 못보내는 거였구나,"May 19, 2013"
naver,2,38,118,5100,371,0,이해못하는 초딩들이 별점테러햇지… 개인적으로 신의탑에서 제일 맘에 드는 화엿는데,"Jun 01, 2013"
naver,2,38,118,4223,284,0,엔돌느님에게 밤을가르쳐줘서 신카의사랑을 듬뿍받고잇는 여행자느님씨♥♥♥,"May 24, 2013"
naver,2,38,118,3858,551,0,에밀리가 그 대회상품이구나;;,"May 12, 2013"
naver,2,38,118,3253,205,0,아~여행자가 그사람이구나!구한다는 여자가 에밀리고!,"May 12, 2013"
naver,2,38,118,3099,165,0,저거 다시보면 여자는 저도 당신을 사랑해요라고 치고있는데 에밀리는 다른대사 치고있음 에밀리는 여자의 두뇌를 빌려서 활동하는듯 여자는 여행자의 도움을 받아서 탈출하고 싶어하지만 에밀리에게 가로막혀 메세지를 원하는 대로 보낼 수 없음 에밀리의 완성단계는 여자의 두뇌를 아예 이식하던지 에밀리가 여자 안으로 들어가던지 둘중 하나일듯? 에밀리랑 여자 두개의 인격이 충돌하게 되는걸까 여행자는 여자와 에밀리 어느쪽을 선택하게 될까,"Jun 21, 2013"
naver,2,38,118,2966,150,0,저도 ???은 화련일거같아요.  묘하게 올레를 두둔한달까?  흑막같은 느낌도 있고,"May 27, 2013"
naver,2,38,118,2207,177,0,여행자가 엔돌한테 비올레가 아니라 밤이라고한 그 기특한여행자였군요!,"Jun 06, 2013"
naver,2,38,118,2082,360,0,"에밀리는 소피아가 맞는것같고 댓글대로 추측하면 에밀리는 누군가에게 조종당하고 있고(막컷 고문인듯) 그 조종하는 사람은 퍼그, 월하익송, 자하드(10가문)중에 하나일듯. 댓글대로라면 에밀리를 만든 목적은 위아래 쌍방에서 정보를 얻는다는건데 그 정보를 왜 얻는지가 중요해지겠네요... 퍼그라면 비올레와, 월하익송이라면 유리, 밤과, 자하드라면 유리와 관련될 가능성이 높아지려나요.","May 30, 2013"
naver,2,38,118,1300,78,0,도토리 공방 보러온사람 좋아요,"Jun 16, 2013"
naver,2,39,119,43343,1223,31,"심심이에 ""스물다섯번째 밤"" 치면 ""살아있다"" 나온닼ㅋㅋ","May 16, 2013"
naver,2,39,119,24764,427,2,수학문제는 이해하고싶지 않은데 신의탑은 이해하고 추리하고싶음ㅋㅋ,"May 12, 2013"
naver,2,39,119,20671,262,3,아 쿤이너무짠해,"May 10, 2013"
naver,2,39,119,18699,283,0,쿤아 에밀리말 진짜야 믿어 ㅋ,"May 13, 2013"
naver,2,39,119,14564,384,6,라헬의 입을 꼬멜 분! 지원부대가 필요합니다 지원하실 분 좋아요 눌러주세요,"May 25, 2013"
naver,2,39,119,9689,215,0,살아있네! 살아있어!,"May 09, 2013"
naver,2,39,119,9417,148,0,사기쿤과 밤의 재회만 남았쿤,"May 11, 2013"
naver,2,39,119,7200,151,0,텐노님 하츨링 아게로 란 마스체니 등등 파란눈에 하늘색계열머리는 전부 쿤이에요 그가문 특징이 그러니까,"May 16, 2013"
naver,2,39,119,5961,121,3,저 수련회에서 닌텐도 압수됐었는데다음날 아침에 쌤이 하고 있었음.,"Aug 04, 2013"
naver,2,39,119,5020,130,0,핸드폰 압수,"May 17, 2013"
naver,2,39,119,4510,88,0,라헬 너 예전에 네 다리 해주겠다는 아이 버리고 나니 다시 갖고싶어졌어? 멀쩡한 다리 잘도 울궈먹네,"May 17, 2013"
naver,2,39,119,3890,136,1,송이님 탑 안은 신수 땜에 불로불사 할 수 있대여,"May 19, 2013"
naver,2,39,119,3159,84,0,몇백년..글씨가 굵어..,"May 21, 2013"
naver,2,39,119,2792,56,0,쿤 에밀리랑 대화할 때 미남자인 이유가 단이 그렇게 설정해논거 뺏어서 해서 그래요쿤이 설정한거 아니예요 전 화 보면 단이 미남자로 해놓고 에밀리랑 대화해요,"May 26, 2013"
naver,2,39,119,2747,173,0,심심이에 치면 '살아있다.는 훼이크' 라던데...,"May 22, 2013"
naver,2,40,120,43884,1157,10,어서와 방5개는 처음이지? 121ㅅ,"May 09, 2013"
naver,2,40,120,33247,532,3,어서와 방 다섯개는 처음이지?  1ㅅ,"Apr 24, 2013"
naver,2,40,120,25543,483,1,어서와 삐약이보다 바싹하게 구워진건 처음이지?1ㅅ,"May 17, 2013"
naver,2,40,120,21434,286,2,삐약이의 복수 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"May 12, 2013"
naver,2,40,120,16912,298,3,E급 선별인원 최상위 5명중 한명이 요기있네,"May 19, 2013"
naver,2,40,120,11019,634,2,어서와? 방 5개는 처음이쥐 ^-^ 크캬캬ㅑ캬캬캬컄ㅋ캬캬컄 진짜 이거 너무 진심 캡빵 레알 에바적으로 재밋어 ㅜㅜㅜ,"May 14, 2013"
naver,2,40,120,9707,229,0,5-3=어서와 2개가 남네,"May 18, 2013"
naver,2,40,120,8340,164,2,퀀트도 쿼에트로도 블릿츠가문이네,"May 19, 2013"
naver,2,40,120,6459,102,0,왜 1인보다 121인이 더 베댓인건뎈ㅋㅋㅋ,"Jun 01, 2013"
naver,2,40,120,5168,220,1,어서와방   다섯개는처음이지?,"May 18, 2013"
naver,2,40,120,4852,521,1,탑랭킹2위의 엔류는방을900까지다룰수있다고하네요,"May 25, 2013"
naver,2,40,120,4118,95,2,아크랩터와 미생이가 등대위에 있을때헤돈이 하는말 “답은 항상 위에있다“,"May 27, 2013"
naver,2,40,120,3865,157,0,어서왘ㅋㅋ,"May 17, 2013"
naver,2,40,120,3040,119,0,혹시 퀸트 동생?,"May 24, 2013"
naver,2,40,120,1402,40,1,비올래:응 처음이야3개를 안써봐서,"Jul 01, 2014"
naver,2,41,121,24926,186,4,아 쿤 미모포텐 터지네,"May 11, 2013"
naver,2,41,121,19191,168,2,쿤 옆태가 죽이네,"May 10, 2013"
naver,2,41,121,15913,152,8,악마가 왜이리 많아,"May 13, 2013"
naver,2,41,121,11737,169,1,비올레 깨알 표정ㅋㅋ맛있네요...귀요미♥♥,"May 18, 2013"
naver,2,41,121,8924,151,0,비올레:맛있네요 ㅋㅋ,"May 24, 2013"
naver,2,41,121,5803,160,0,500원 드립,"May 11, 2013"
naver,2,41,121,5290,101,0,그렇다면 넌 오른 팔의 천사,"May 23, 2013"
naver,2,41,121,4662,112,1,전설의 음식이 쫀..쫀드기라니...!!!,"May 16, 2013"
naver,2,41,121,3818,85,0,참아 탕수육ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"May 22, 2013"
naver,2,41,121,3574,63,0,밤에대한 정보야 500원 결재해 쿤!!,"Jun 03, 2013"
naver,2,41,121,3209,93,0,쿤 채팅하는말투 왜케좋아진짜♥ㅜㅠㅠㅠㅠ 나한테도 그렇게 말해줄순없을까ㅠㅠㅠㅠㅠㅠㅠㅠㅠ헠헠ㅋ심장이ㅠㅠㅠ,"Jun 03, 2013"
naver,2,41,121,3157,211,0,카사노‘바’ㅋ,"May 24, 2013"
naver,2,41,121,3053,87,2,아마도 쿤은 저번에 그... 발빠른 남자가 흘렸던 '100년동안 죽은 줄 알았던 사람이' 어쩌고 저쩌고 할때 그 말 듣고속는 셈치고 스물다섯번째 밤이라고 친 듯..,"Jun 27, 2013"
naver,2,41,121,2531,67,0,오ㅏ 쿤 옆모습 섹시포텐터진다....ㅠㅠㅠㅠㅠㅠㅠ,"Jun 04, 2013"
naver,2,41,121,1989,43,0,아비올레 ㅋㅋㅋ진심졸귀다ㅎㅎ♥♥♥,"Jun 02, 2013"
naver,2,42,122,29981,1341,16,헤돈이 바로 탑의주인인 탑의관리자이자 선별인원을 데려오고 시험하는 1층의 관리자임,"May 08, 2013"
naver,2,42,122,19372,319,2,난 너가 가지고 있는 랍스타가 얼마나 맛있는지 알고싶다,"May 16, 2013"
naver,2,42,122,15731,365,3,뭐긴 뭐야? 크고 아름다운 랍스터라니까,"May 14, 2013"
naver,2,42,122,11927,825,2,아 정말 탑도 좋은세계는 아니예요.. 어쩌면 우리사는 세상이 좋은세상이죠... 탑에 있는 모든 사람들이 꿈꾸는... 밤이 원하는...,"May 14, 2013"
naver,2,42,122,10079,589,1,No.21 은 훗날 No.24를 만나 노블레스로 떠났습니다.,"May 31, 2013"
naver,2,42,122,8300,371,0,저대머리불쌍하다 축구할때 눈때매 헤딩못해서ㅎㅎ,"May 19, 2013"
naver,2,42,122,5532,191,1,미생이하고 프린스 데체 게임을 얼마나 한거니 ㅋㅋ 이번화가 진행되는 동안 계속 같은자세로 자고있엌ㅋㅋㅋ,"May 18, 2013"
naver,2,42,122,4841,171,0,밤이 다소곳하게 손모으고 앉아있는 거..너무 귀여워ㅠㅠㅠ다섯번째 컷에ㅠㅠ,"May 24, 2013"
naver,2,42,122,4451,123,1,지금까지 언급되거나 출현한 관리자 중에서도 가장 특별한 관리자가 헤돈이죠. 관리자는 하나같이 엄청난 힘을 가지고 있어서 엔류가 관리자 한명을 죽인 것만으로 탑 전체에 엄청난 이슈가 되었습니다. 그런 관리자들 중에서도 가장 특별한 관리자가 헤돈이니 헤돈의 힘은 굳이 말하지 않아도 어느정도일지 예상이 가죠. 자하드는 단순히 관리자들에게 인정을 받아 탑의 지배자가 된 것 뿐입니다. 그것도 모든 관리자에게 인정받은 것도 아니고 134층 이후에 관리자들은 자하드를 인정하지 않아요. 자하드는 절대로 탑의 진정한 주인이라 칭할 수 없습니다. 오히려 그 타이틀엔 헤돈이 더 가깝다고 볼 수 있죠.,"Jul 04, 2013"
naver,2,42,122,3431,137,0,우왕 헤돈이당,"May 24, 2013"
naver,2,42,122,3093,89,2,오른손no.21윤석민왼손no.99류현진 작가님은 야구를참좋아하시나봐요,"Sep 29, 2013"
naver,2,42,122,2797,91,1,밤이 가지고 있는 것은.....수천명의 팬이다!,"May 30, 2013"
naver,2,42,122,2139,94,0,에일리가부릅니다...보여줄게,"Jun 02, 2013"
naver,2,42,122,2009,70,1,걍작가는천재,"Jun 01, 2013"
naver,2,42,122,1359,164,2,해돈,"May 23, 2013"
naver,2,43,123,28013,241,7,밤과 쿤..제발 만났으면 좋겠군ㅋ,"May 08, 2013"
naver,2,43,123,18795,223,1,지금 생각해보면 2부 초반 비올레의 모습이랑 지금 모습은 정말 놀랄 만큼 바뀐 것 같다. 물론 좋은 뜻(...)으로.,"May 15, 2013"
naver,2,43,123,15116,301,3,"일마르가 이제 겨울은 끝났다고 한 이유가 자기가 어디로 이동되고 있는 도중에 처음으로 눈이라는 것을 보고는, 세상에서 가장 아름다운 것은 겨울이라고 생각해서 지금까지의 동료들과 있었던 시간들의 끝을 겨울의 끝이라고 비유한 것이군요. 신의 탑은 이런 자그마한 대사 속에도 감동적인 요소들이 껴있다는 것이 너무 좋습니다. 다음 화가 기대되네요","May 25, 2013"
naver,2,43,123,13658,1283,0,카사노....카사노......카사노..바...카사노바가생각나는건나뿐?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"May 18, 2013"
naver,2,43,123,8462,1021,0,비올레가 쿤보다 멋진데..확실한건둘다멋지다는거야♥,"May 17, 2013"
naver,2,43,123,6321,140,0,그러고보니 호량 날개도 바뀌었네...조금더 퀄리티있게..,"May 18, 2013"
naver,2,43,123,4854,122,0,아..진짜이건진짜짱이다..이웹툰볼때마다두근두근거려ㅠㅠ,"May 19, 2013"
naver,2,43,123,3995,161,1,저분이대체어딜봐서남자야.,"May 19, 2013"
naver,2,43,123,3459,84,0,내가 신의탑을 맨 처음 볼때 내가 신탑 덕후가 될줄은 상상도 못했지,"May 25, 2013"
naver,2,43,123,3001,51,0,밤은 볼때마다 눈이 정말로 매력적인듯,"May 26, 2013"
naver,2,43,123,2812,168,0,아나ㅋㅋㅋㅋ쾌걸근육맨2세시험장이왜저기있지?,"May 19, 2013"
naver,2,43,123,2777,51,0,밤 진짜 예전처럼 웃었으면 좋겠다. ㅠㅠ,"May 21, 2013"
naver,2,43,123,2367,246,0,오 생각하는 사람님! 신의탑도 보셨었군요ㅎㅎ,"May 09, 2013"
naver,2,43,123,2160,65,0,아...지금까지 신의 탑을 계속 끝까지 5번 보고있어도 안 질린다,"May 21, 2013"
naver,2,43,123,1364,106,0,카사노 ㅎㅎㅎㅎㅎㅎ바,"May 19, 2013"
naver,2,44,124,26538,246,4,ㅋㅋㅋㅋㅋㅋㅋㅋ작가의 말 빵빵 터짐ㅋㅋㅋㅋㅋㅋㅋ,"May 08, 2013"
naver,2,44,124,19736,186,2,어이쿠 저 손은 포항에도 있어요 카사노가 사나,"May 10, 2013"
naver,2,44,124,15001,180,1,ㅋㅋㅋㅋㅋㅋ쿤표정봐ㅋㅋㅋ,"May 14, 2013"
naver,2,44,124,13890,190,0,쿤 빡친거 마져 기엽다,"Apr 27, 2013"
